Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Stealin' a Lion","Circus Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/113629631/stealin-a-lion,4.0,-1,Sport,5.12c,1,,38.24291,-80.8361
"Waterfall Route","Gauley Crag > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112906223/waterfall-route,2.0,-1,Sport,5.12a/b,1,70,38.20387,-80.89914
"Gauley Roger","Gauley Crag > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/109217538/gauley-roger,4.0,-1,Sport,5.12b,1,80,38.20387,-80.89914
"Feast of a Finish","Carnifex Ferry > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112468438/feast-of-a-finish,1.0,-1,Sport,5.12a,1,60,38.19693,-80.94463
"Tiger Honey","Carnifex Ferry > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112468526/tiger-honey,4.0,-1,Sport,5.12b,1,60,38.19693,-80.94463
"Lord of the Jungle","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106866831/lord-of-the-jungle,3.0,-1,Trad,5.12a,1,40,38.10049,-81.09596
"Mike Tyson's Face","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107034604/mike-tysons-face,2.7,-1,Sport,5.12a,1,65,38.10049,-81.09596
"One Repetition Max","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107507863/one-repetition-max,2.0,-1,Sport,5.12b,1,40,38.10049,-81.09596
"Pure Power","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106866818/pure-power,1.3,-1,Sport,5.12c/d,1,50,38.10049,-81.09596
"Fired for Sandbagging","Bubba Buttress > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106073353/fired-for-sandbagging,3.1,-1,Sport,5.12a,1,70,38.09087,-81.08835
"Eight Ball in the Side Pocket","Bubba Buttress > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/109525174/eight-ball-in-the-side-pocket,3.0,-1,"Sport, TR",5.12a,1,70,38.09087,-81.08835
Logotherapy,"Bubba Buttress > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/111210265/logotherapy,2.0,-1,Sport,5.13a,1,60,38.09087,-81.08835
"The Cutting Edge","Central Bubba > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/111748148/the-cutting-edge,3.0,-1,Sport,5.12b,1,80,38.09091,-81.08922
Bubbacide,"Central Bubba > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/111328686/bubbacide,3.0,-1,Sport,5.12b,1,60,38.09091,-81.08922
"Mind's Eye","Central Bubba > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110216023/minds-eye,1.0,-1,Sport,5.13a,1,40,38.09091,-81.08922
"Diamond Life","Central Bubba > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110215885/diamond-life,3.3,-1,"Sport, TR",5.13a,1,60,38.09091,-81.08922
"Powerful Opposition","Ames Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/114291270/powerful-opposition,2.0,-1,Sport,5.12a,1,,38.09182,-81.09286
Likmé,"Ames Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112222094/likme,2.0,-1,Sport,5.12a,1,50,38.09182,-81.09286
"Michelin Man Original Finish","Ames Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/108850496/michelin-man-original-finish,4.0,-1,Sport,5.12a/b,1,70,38.09182,-81.09286
"Keine Kraft","Ames Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107791193/keine-kraft,3.0,-1,Sport,5.12b,1,50,38.09182,-81.09286
"A Pocket Leaps Now","Ames Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110216046/a-pocket-leaps-now,1.0,-1,Sport,5.13a,1,50,38.09182,-81.09286
"Coughing up Fleming","Head Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106866794/coughing-up-fleming,2.0,-1,Sport,5.12a,1,40,38.09307,-81.09555
"Feng Shui","Head Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107612872/feng-shui,3.5,-1,Sport,5.12a,1,55,38.09307,-81.09555
"The Great White Shark","Head Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110216034/the-great-white-shark,2.0,-1,Sport,5.12c,1,60,38.09307,-81.09555
"Dreams of White Horsts","Head Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110216056/dreams-of-white-horsts,3.0,-1,"Sport, TR",5.12c/d,1,60,38.09307,-81.09555
"Masterpiece Theatre","Head Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107789094/masterpiece-theatre,3.6,-1,Sport,5.12d,1,70,38.09307,-81.09555
"More Studly Than Puddly","Rainbow Ledge Area > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112865472/more-studly-than-puddly,2.0,-1,Sport,5.12a,1,40,38.09088,-81.0903
"Arapiles Please","Rainbow Ledge Area > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110650163/arapiles-please,3.0,-1,Sport,5.12c,1,60,38.09088,-81.0903
"Vivre l""Amour","French Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112865496/vivre-lamour,1.0,-1,Sport,5.12a,1,60,38.09276,-81.09457
"King of Carrot Flowers","French Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112859108/king-of-carrot-flowers,2.0,-1,Trad,"5.12a/b R",1,75,38.09276,-81.09457
"L'Amour des Toits","French Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/108850688/lamour-des-toits,3.0,-1,Sport,5.12b,1,60,38.09276,-81.09457
"Is it Safe?","A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112481027/is-it-safe,2.0,-1,Sport,5.12a,1,80,38.05598,-81.06313
"The Magnificent Pudcasso","A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107361227/the-magnificent-pudcasso,3.5,-1,Sport,5.12a,1,90,38.05598,-81.06313
"Dead Painters' Society","A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106709472/dead-painters-society,3.5,-1,Sport,5.12a,1,80,38.05598,-81.06313
Positron,"A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107875571/positron,2.0,-1,Sport,5.12a,1,60,38.05598,-81.06313
"Dangerous Liasons","A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112481317/dangerous-liasons,2.0,-1,Sport,5.12a/b,1,80,38.05598,-81.06313
"Le Futuriste","A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/108418356/le-futuriste,3.1,-1,Sport,5.12b,1,80,38.05598,-81.06313
De-Funked,"A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112481096/de-funked,2.0,-1,Sport,5.12b,1,80,38.05598,-81.06313
"The Exqueetion","A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112481397/the-exqueetion,2.0,-1,Sport,5.12b,1,80,38.05598,-81.06313
"Fine Motor Control","G) Diamond Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106237414/fine-motor-control,2.3,-1,Sport,5.12a,1,80,38.05317,-81.05956
"Gift of Grace, The","G) Diamond Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107318908/gift-of-grace-the,3.7,-1,Sport,5.12b,1,80,38.05317,-81.05956
"The Weatherman's Thumb","G) Diamond Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107384924/the-weathermans-thumb,3.0,-1,Sport,5.12d,1,90,38.05317,-81.05956
"Access ""Fun""","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112780656/access-fun,0.0,-1,Sport,5.12a,1,60,38.05615,-81.04359
Hourglass,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107389351/hourglass,2.7,-1,Sport,5.12a,1,70,38.05615,-81.04359
Graffiti,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106480252/graffiti,2.4,-1,Sport,5.12a/b,1,60,38.05615,-81.04359
"Live and Let Live","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107586058/live-and-let-live,2.8,-1,Sport,5.12b,1,90,38.05615,-81.04359
"Finders Keepers","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107062570/finders-keepers,3.5,-1,Sport,5.12c,1,80,38.05615,-81.04359
Sloth,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106508083/sloth,3.4,-1,Sport,5.12c,1,70,38.05615,-81.04359
"Hasta La Vista","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107312800/hasta-la-vista,2.7,-1,Sport,5.12c,1,80,38.05615,-81.04359
"Satanic Traverses","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107337946/satanic-traverses,2.0,-1,Sport,5.12c,1,160,38.05615,-81.04359
"Mr. McGoo","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/108520172/mr-mcgoo,2.0,-1,Sport,5.12c,1,65,38.05615,-81.04359
"Norse Code","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107394627/norse-code,2.0,-1,Sport,5.12d,1,50,38.05615,-81.04359
Superstition,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106796650/superstition,2.8,-1,Sport,5.12d,2,100,38.05615,-81.04359
Blacklisted,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/115424243/blacklisted,2.0,-1,Sport,5.12d,1,100,38.05615,-81.04359
"Skylore Engine","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106961501/skylore-engine,3.9,-1,Sport,5.13a,1,95,38.05615,-81.04359
Xanth,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/114085146/xanth,2.0,-1,Sport,5.13b,1,,38.05615,-81.04359
"The Canadian (variation)","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/110622748/the-canadian-variation,2.0,-1,Sport,5.13b,1,60,38.05615,-81.04359
"Baby Trebuchet","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/116249027/baby-trebuchet,4.0,-1,Sport,5.13b,1,70,38.05615,-81.04359
"Ride The Lightning","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105971958/ride-the-lightning,3.8,-1,Sport,5.13b/c,1,90,38.05615,-81.04359
"Freedom Tree","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107805988/freedom-tree,4.0,-1,Sport,5.13d,1,110,38.05615,-81.04359
"Lord Voldemort","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/112889153/lord-voldemort,4.0,-1,Sport,5.14a,1,100,38.05615,-81.04359
"The Crouch","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/111352931/the-crouch,4.0,-1,Sport,5.14a,1,,38.05615,-81.04359
"Proper Soul","R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107337912/proper-soul,4.0,-1,Sport,5.14a,1,100,38.05615,-81.04359
Trebuchet,"R) The Cirque > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107849145/trebuchet,4.0,-1,Sport,5.14b,1,100,38.05615,-81.04359
"Rhythm of Movement","E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/113849250/rhythm-of-movement,2.0,-1,Trad,5.12a,1,80,38.05426,-81.06106
"A Date with Disappointment","E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/109558733/a-date-with-disappointment,2.0,-1,Sport,5.12b,1,80,38.05426,-81.06106
"Pudd's Purty Dress","E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106579581/pudds-purty-dress,4.0,-1,Sport,5.12d,1,90,38.05426,-81.06106
"Villain's Course","E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/111328464/villains-course,2.0,-1,Sport,5.13b,1,80,38.05426,-81.06106
"Golden Years","O) Kline Wall > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/109094648/golden-years,3.0,-1,Trad,5.12a,1,80,38.05685,-81.05105
"Bubbas in Arapilies","O) Kline Wall > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/109361997/bubbas-in-arapilies,4.0,-1,Sport,5.12b,1,40,38.05685,-81.05105
"The Growing Hole","L) Dr. Ruth's Big Buttress > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106421441/the-growing-hole,2.6,-1,Sport,5.12a,1,70,38.05577,-81.05541
"Titan's Dice","L) Dr. Ruth's Big Buttress > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106960498/titans-dice,4.0,-1,Sport,5.13a,1,70,38.05577,-81.05541
Topiary,"Q) The Mungolian Wall > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/115968799/topiary,2.0,-1,Sport,5.12b,1,60,38.05653,-81.04584
"Idol Point Arete","D) Idol Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106434129/idol-point-arete,3.3,-1,Sport,5.12a,1,80,38.05435,-81.06164
Erotica,"M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106961445/erotica,3.6,-1,Sport,5.12a,1,90,38.05596,-81.05393
"Fantasy Face","M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106259910/fantasy-face,2.0,-1,Sport,5.12a,1,70,38.05596,-81.05393
"Virgin Thing","M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/108267992/virgin-thing,2.3,-1,Sport,5.12a,1,90,38.05596,-81.05393
"Jet Cap","M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/113217246/jet-cap,3.0,-1,Sport,5.12a,1,70,38.05596,-81.05393
Blackhappy,"M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106418976/blackhappy,3.9,-1,Sport,5.12b,1,90,38.05596,-81.05393
Tattoo,"N) The Undeserved Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105970475/tattoo,3.2,-1,Sport,5.12a,1,75,38.05632,-81.05225
