Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Funkadelic,"Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866459/funkadelic,3.0,-1,Sport,5.10b,1,95,37.8029,-83.5762
Goodstone,"Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105867546/goodstone,3.1,-1,Trad,5.10c/d,1,80,37.8029,-83.5762
"Red Hot Chilli Pepper","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869231/red-hot-chilli-pepper,3.0,-1,"Trad, Sport",5.10d,1,90,37.8029,-83.5762
Emphysema,"Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111843514/emphysema,3.0,-1,Trad,5.11a,1,85,37.8029,-83.5762
"Prime Directive","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869244/prime-directive,3.5,-1,Sport,5.11b,1,100,37.8029,-83.5762
"Eye of the Needle","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106282978/eye-of-the-needle,3.5,-1,Sport,5.11b,1,85,37.8029,-83.5762
"Smokin' Joe","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106282997/smokin-joe,3.0,-1,Sport,5.11b,1,80,37.8029,-83.5762
"L'ile Au Ciel","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868726/lile-au-ciel,3.4,-1,Sport,5.11c,1,50,37.8029,-83.5762
"There Goes the Neighborhood","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106283004/there-goes-the-neighborhood,3.5,-1,Sport,5.11c,1,95,37.8029,-83.5762
"The Infidel","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107122332/the-infidel,3.7,-1,Sport,5.11d,1,75,37.8029,-83.5762
"The Return of Geoff Beene","Western Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106166709/the-return-of-geoff-beene,3.6,-1,Trad,5.10b/c,1,60,37.81309,-83.58575
"The Big Bang","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/115378797/the-big-bang,1.7,-1,"Trad, TR","5.10c X",1,50,37.81596,-83.58104
"Doppler Effect","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870316/doppler-effect,3.5,-1,Trad,5.10c,1,50,37.81596,-83.58104
"Jack in the Pulpit","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917977/jack-in-the-pulpit,3.0,-1,Sport,5.10d,1,70,37.81596,-83.58104
Inhibitor,"Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917957/inhibitor,4.0,-1,Trad,"5.11a PG13",1,100,37.81596,-83.58104
"Super Dario","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106121898/super-dario,3.5,-1,Sport,5.11a,1,70,37.81596,-83.58104
"King Me","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105964688/king-me,3.8,-1,Sport,5.11b,1,90,37.81596,-83.58104
Commencement,"Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917962/commencement,2.7,-1,Sport,5.11c,1,90,37.81596,-83.58104
"Sick Puppies","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108392771/sick-puppies,2.9,-1,Sport,5.11c,1,45,37.81596,-83.58104
"Corpus Delicti","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111889920/corpus-delicti,3.0,-1,Sport,5.11d,1,70,37.81596,-83.58104
"Dave the Dude","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106169442/dave-the-dude,3.7,-1,Sport,5.11d,1,70,37.81596,-83.58104
"Martin Rides Again","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107433601/martin-rides-again,3.1,-1,Sport,5.11d,1,70,37.81596,-83.58104
"Anne's Crack","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106457752/annes-crack,1.0,-1,Trad,5.10a,1,45,37.82476,-83.54807
"Sisyphean Labor","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/116644561/sisyphean-labor,2.0,-1,Trad,5.10a,1,70,37.82476,-83.54807
"Toxic Avenger","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880984/toxic-avenger,3.3,-1,Sport,5.10d,1,60,37.82476,-83.54807
"Cold Shot","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870306/cold-shot,2.0,-1,Sport,5.11a,1,100,37.82476,-83.54807
11:11,"Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106282961/1111,2.5,-1,Trad,5.11b,1,60,37.82476,-83.54807
"Day Tripping","Eagle Point Buttress > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107051854/day-tripping,4.0,-1,Trad,5.10,3,250,37.82621,-83.5621
"Captain One Eye","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870336/captain-one-eye,2.4,-1,Sport,5.10a,1,70,37.90083,-83.63815
"Social Butterfly","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106176798/social-butterfly,2.5,-1,Trad,5.10a,1,25,37.90083,-83.63815
"5.11 Jimmy and Spike Go Craggin'","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106176804/511-jimmy-and-spike-go-craggin,2.5,-1,Sport,5.10b,1,40,37.90083,-83.63815
"A Way of Life","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107717986/a-way-of-life,2.2,-1,Sport,5.10b,1,60,37.90083,-83.63815
"Come In Your Lycra","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105977711/come-in-your-lycra,3.1,-1,Sport,5.10b,1,45,37.90083,-83.63815
"Coffee Talk","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106641255/coffee-talk,1.9,-1,Sport,5.10c,1,60,37.90083,-83.63815
"Pleasant Surprise","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106176791/pleasant-surprise,3.0,-1,Trad,5.11a,1,50,37.90083,-83.63815
"Delusions of Grandeur","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106641263/delusions-of-grandeur,2.6,-1,Sport,5.11b,1,60,37.90083,-83.63815
"Electric Cowboy","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917907/electric-cowboy,3.6,-1,Sport,5.11b,1,70,37.90083,-83.63815
"Burden of Dreams","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108343367/burden-of-dreams,3.0,-1,Trad,5.11c,2,80,37.90083,-83.63815
"The Love Shack","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106641271/the-love-shack,2.4,-1,Sport,5.11c,1,30,37.90083,-83.63815
"Chickenhead Better Than No Head","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107334506/chickenhead-better-than-no-head,1.0,-1,Trad,"5.10a R",1,60,37.8927,-83.6519
"Logic and Proportion","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107334531/logic-and-proportion,2.4,-1,Trad,"5.10a PG13",1,60,37.8927,-83.6519
"Sam I Am","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107884601/sam-i-am,3.3,-1,Trad,5.10d,1,60,37.8927,-83.6519
Griptospuridiam,"Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107334542/griptospuridiam,2.0,-1,Trad,5.11b,1,60,37.8927,-83.6519
"Sylvester McMonkey McBean (aka Snitches)","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108192487/sylvester-mcmonkey-mcbean-aka-snitches,3.0,-1,Trad,5.11,1,100,37.8927,-83.6519
"Dead Deer","Jazz Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917885/dead-deer,1.0,-1,"Trad, TR","5.10a X",1,40,37.8732,-83.6678
"Long Live Trad","Jazz Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869204/long-live-trad,3.5,-1,Trad,5.10c,1,70,37.8732,-83.6678
"Prozac Nation","Willie's Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869223/prozac-nation,1.0,-1,Trad,"5.10+ X",1,80,37.87355,-83.66425
"To Defy The Laws Of Tradition","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105860648/to-defy-the-laws-of-tradition,3.3,-1,Sport,5.10a,1,60,37.81449,-83.66388
"Fast Food Christians","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105860661/fast-food-christians,1.8,-1,Sport,5.10a,1,,37.81449,-83.66388
"Trad Boy Go","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/115353864/trad-boy-go,3.0,-1,Trad,5.11a,1,70,37.81449,-83.66388
Maypop,"Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105860735/maypop,2.1,-1,Sport,5.11a,1,65,37.81449,-83.66388
Henry,"Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105867536/henry,3.0,-1,Sport,5.11b,1,50,37.81449,-83.66388
"Aquaduck Pocket","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866361/aquaduck-pocket,2.6,-1,Sport,5.11b,1,50,37.81449,-83.66388
"Relaxed Atmoshere","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866366/relaxed-atmoshere,2.3,-1,Sport,5.11,1,60,37.81449,-83.66388
"Third World Lover","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866371/third-world-lover,2.1,-1,Sport,5.11c,1,60,37.81449,-83.66388
"Unsportsmanlike Conduct","Left Flank > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111748094/unsportsmanlike-conduct,3.3,-1,Trad,5.11c,1,50,37.81449,-83.66388
"Stay Left","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870266/stay-left,1.7,-1,Sport,5.10a,1,50,37.8159,-83.66918
"Jungle Beat","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870026/jungle-beat,3.8,-1,Trad,5.10a,2,200,37.8159,-83.66918
"Subatomic Fingerlock (closed)","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105885169/subatomic-fingerlock-closed,2.5,-1,Trad,5.10a,1,35,37.8159,-83.66918
"Not Worth It","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112256699/not-worth-it,3.0,-1,Trad,5.10b,1,60,37.8159,-83.66918
"Danita Dolores","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870198/danita-dolores,2.5,-1,Sport,5.10,1,60,37.8159,-83.66918
"In the Light","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105891681/in-the-light,2.5,-1,Sport,5.10c,1,50,37.8159,-83.66918
"Beene Material","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105885175/beene-material,2.3,-1,Trad,5.10c,1,70,37.8159,-83.66918
"BeeneStalker (closed)","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870205/beenestalker-closed,3.8,-1,Trad,"5.10d PG13",1,70,37.8159,-83.66918
"Possum Lips","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870248/possum-lips,2.6,-1,Sport,5.10d,1,50,37.8159,-83.66918
"Another Doug Reed Route","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870243/another-doug-reed-route,3.0,-1,Sport,5.11-,1,65,37.8159,-83.66918
"Left Turret","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105939731/left-turret,2.5,-1,Sport,5.11b,1,50,37.8159,-83.66918
"Parting Gift","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106123184/parting-gift,2.8,-1,Sport,5.11b,1,55,37.8159,-83.66918
"Fuzzy Undercling","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870256/fuzzy-undercling,3.5,-1,Sport,5.11b,1,60,37.8159,-83.66918
"Bozo's Bogus Booty Biner (BBBB)","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106731301/bozos-bogus-booty-biner-bbbb,3.0,-1,Sport,5.11c,1,70,37.8159,-83.66918
"Minimum Creep","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106574382/minimum-creep,2.9,-1,Sport,5.11c,1,60,37.8159,-83.66918
"All Things Considered","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106641238/all-things-considered,3.8,-1,Sport,5.11d,1,55,37.8159,-83.66918
"Forearm Follies","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106061926/forearm-follies,3.3,-1,Sport,5.11d,1,100,37.8159,-83.66918
"Jac Mac (closed)","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870220/jac-mac-closed,3.5,-1,Sport,5.11d,1,60,37.8159,-83.66918
"Government Cheese","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107195878/government-cheese,3.1,-1,Sport,5.11d,1,60,37.8159,-83.66918
"Kool Aid","Jewel Pinnacle > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112553111/kool-aid,3.0,-1,Trad,5.11b,1,60,37.83208,-83.61244
"Fading Memory","Fortress Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105889556/fading-memory,1.0,-1,Trad,"5.10- R",1,70,37.83768,-83.64701
"Where Lizards Dare","Fortress Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105919793/where-lizards-dare,3.6,-1,"Trad, Aid","5.10b A2",1,70,37.83768,-83.64701
Serpent,"Fortress Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105919564/serpent,2.5,-1,Trad,"5.10b R",1,60,37.83768,-83.64701
"The After Party","Fortress Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/113952079/the-after-party,4.0,-1,Trad,5.10b,1,90,37.83768,-83.64701
"Lost in Space","Fortress Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112040438/lost-in-space,2.0,-1,Trad,5.10b,1,150,37.83768,-83.64701
"The Battlement","Fortress Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870284/the-battlement,2.3,-1,Trad,5.10+,2,60,37.83768,-83.64701
