Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"C Sharp or B Flat","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105882846/c-sharp-or-b-flat,2.4,-1,Sport,5.7,1,60,37.7334,-83.6591
"All Cows Eat Grass","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105885030/all-cows-eat-grass,2.3,-1,Sport,5.8,1,80,37.7334,-83.6591
"Five Finger Discount","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105860747/five-finger-discount,3.2,-1,Trad,5.8,1,50,37.7334,-83.6591
"Valor Over Discretion","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106026660/valor-over-discretion,2.1,-1,Sport,5.8,1,50,37.7334,-83.6591
"Trouble Clef","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106227805/trouble-clef,2.5,-1,Sport,5.9-,1,80,37.7334,-83.6591
"Camel Toe Jockey","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106383573/camel-toe-jockey,2.3,-1,Trad,"5.9 PG13",1,45,37.7334,-83.6591
"Jump for Joy","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105871986/jump-for-joy,2.0,-1,Sport,5.9+,1,50,37.7334,-83.6591
"Altered Scale","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106286285/altered-scale,2.1,-1,Sport,5.9+,1,80,37.7334,-83.6591
Kampsight,"Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105882851/kampsight,2.7,-1,Sport,5.9+,1,80,37.7334,-83.6591
"Father's Day","Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870764/fathers-day,1.7,-1,Trad,5.5,2,100,37.75195,-83.66364
Whiteout,"Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870659/whiteout,3.5,-1,Trad,5.8,2,120,37.75195,-83.66364
"Whiteout Direct (aka Nerds)","Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870771/whiteout-direct-aka-nerds,2.5,-1,Sport,5.8,1,50,37.75195,-83.66364
Sharp,"Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870665/sharp,2.8,-1,Trad,"5.9- PG13",1,50,37.75195,-83.66364
"The Shining","Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870653/the-shining,2.9,-1,Trad,5.9,1,30,37.75195,-83.66364
Eureka,"Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880926/eureka,3.5,-1,Sport,5.6,1,70,37.75162,-83.65731
"Off With Batman","Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/113883907/off-with-batman,3.0,-1,Trad,5.7,1,85,37.75162,-83.65731
"Casual Viewing","Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105878287/casual-viewing,3.5,-1,Trad,5.7,1,70,37.75162,-83.65731
"Father and Son","Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105872426/father-and-son,2.8,-1,Trad,5.7,1,50,37.75162,-83.65731
Vision,"Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880914/vision,3.0,-1,Trad,5.7,1,80,37.75162,-83.65731
"Jake Flake","Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106723819/jake-flake,2.2,-1,Trad,"5.8+ PG13",1,80,37.75162,-83.65731
"Howard Roark","Global Village > Red River Gorge > Kentucky",https://www.mountainproject.com/route/110534936/howard-roark,2.2,-1,Trad,5.9+,1,100,37.75162,-83.65731
"Gemini Crack","Whittleton Branch > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105865977/gemini-crack,2.0,-1,Trad,"5.5 PG13",1,45,37.7877,-83.659
"Tuff Noogies","Whittleton Branch > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105865970/tuff-noogies,2.0,-1,Sport,5.6,1,40,37.7877,-83.659
"People Gully","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108877951/people-gully,1.0,-1,Trad,5.1,1,35,37.86342,-83.67403
Spinnacle,"Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112388595/spinnacle,-1.0,-1,Sport,5.2,1,40,37.86342,-83.67403
"Menifee Meth","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107699031/menifee-meth,1.0,-1,Trad,"5.5 PG13",1,70,37.86342,-83.67403
"The X Files","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107699020/the-x-files,1.5,-1,Trad,5.6,1,65,37.86342,-83.67403
"The Misadventures of Nabisco County, Jr.","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/110459238/the-misadventures-of-nabisco-county-jr,2.0,-1,Trad,5.6,1,65,37.86342,-83.67403
"Double Helix","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107090076/double-helix,0.5,-1,Trad,5.6,1,40,37.86342,-83.67403
"Please Don't Feed the Triceratops","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106371769/please-dont-feed-the-triceratops,2.2,-1,Sport,5.7,1,35,37.86342,-83.67403
"Ride 'em Cowboy","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107628759/ride-em-cowboy,2.1,-1,Trad,5.7,1,40,37.86342,-83.67403
"Ol' Yeller","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112388613/ol-yeller,2.4,-1,Trad,5.7+,1,45,37.86342,-83.67403
"The Refrigerator","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106371786/the-refrigerator,2.5,-1,Trad,5.8-,1,40,37.86342,-83.67403
"Danger Mouse","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106371779/danger-mouse,2.1,-1,Sport,5.8,1,35,37.86342,-83.67403
Bitchmobile,"Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107286734/bitchmobile,2.8,-1,Trad,5.8+,1,55,37.86342,-83.67403
"Super Gun","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108877925/super-gun,2.3,-1,Trad,5.9,1,20,37.86342,-83.67403
"It's a Wonderful Life","Pistol Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106371748/its-a-wonderful-life,3.0,-1,Sport,"5.9+ PG13",1,80,37.86342,-83.67403
"Little White Lie","Bee Branch > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868153/little-white-lie,2.0,-1,Trad,"5.7 PG13",1,35,37.8908,-83.7117
"Blue Sky","Bee Branch > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868158/blue-sky,2.0,-1,Trad,"5.8 X",1,35,37.8908,-83.7117
"East Face J Rock","Bee Branch > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868169/east-face-j-rock,-1.0,-1,Trad,5.9+,1,80,37.8908,-83.7117
"Original Route","Haystack Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868524/original-route,2.0,-1,Trad,"5.2 X",1,35,37.83516,-83.67583
"South East Face","Haystack Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868503/south-east-face,2.0,-1,Trad,5.3,1,35,37.83516,-83.67583
Haystack,"Haystack Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868516/haystack,3.0,-1,Trad,"5.3 PG13",1,40,37.83516,-83.67583
"Girdle Traverse","Haystack Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868497/girdle-traverse,2.0,-1,Trad,"5.4 X",1,60,37.83516,-83.67583
"Auxier Chimney","Haystack Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869338/auxier-chimney,1.0,-1,Trad,5.5,1,100,37.83516,-83.67583
"Dirty Rastafarian Scoundrels","Haystack Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868531/dirty-rastafarian-scoundrels,3.0,-1,Trad,"5.6 PG13",1,90,37.83516,-83.67583
"Standard Route","Courthouse Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866010/standard-route,2.6,-1,Trad,4th,1,90,37.84243,-83.67854
"Warm Up","Courthouse Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870792/warm-up,2.0,-1,"Trad, TR","5.7 X",1,60,37.84243,-83.67854
"Bolt Route","Courthouse Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112904472/bolt-route,2.0,-1,"Trad, TR","5.9 PG13",1,40,37.84243,-83.67854
"North Face, aka the Cable Route","North Rock > See Rocks > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868260/north-face-aka-the-cable-route,1.0,-1,Trad,"5.7+ R",1,70,37.7886,-83.7474
"Keyhole Route","Middle Rock > See Rocks > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868276/keyhole-route,2.0,-1,Trad,5.3,1,70,37.7882,-83.7459
"South Ridge","South Rock > See Rocks > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868290/south-ridge,1.0,-1,Trad,4th,1,200,37.7866,-83.7446
"Sparkey Goes Crack Climbing","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105871970/sparkey-goes-crack-climbing,2.4,-1,Trad,5.6,1,90,37.8029,-83.5762
"Veldhaus Route","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105918104/veldhaus-route,1.5,-1,Trad,5.8,1,90,37.8029,-83.5762
"Joe Camel","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106383603/joe-camel,2.0,-1,Trad,5.8+,1,50,37.8029,-83.5762
"Trad Wagon","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/116624227/trad-wagon,2.0,-1,Trad,5.9,1,90,37.8029,-83.5762
"Up Swift Creek Without A Paddle","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869239/up-swift-creek-without-a-paddle,3.4,-1,Trad,5.9,1,90,37.8029,-83.5762
"Rite of Passage","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866429/rite-of-passage,3.0,-1,Trad,5.9+,1,80,37.8029,-83.5762
"Upstream Swimmer","Western Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107621644/upstream-swimmer,2.5,-1,Trad,5.9,1,60,37.81309,-83.58575
"Good Times","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917970/good-times,3.4,-1,Trad,5.8+,1,100,37.81596,-83.58104
"Drop the Anchor","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870321/drop-the-anchor,2.0,-1,Sport,5.9-,1,60,37.81596,-83.58104
"The Underling","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105867266/the-underling,3.6,-1,Trad,5.9,1,70,37.81596,-83.58104
"No Return","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105978349/no-return,3.4,-1,Trad,5.9+,1,100,37.81596,-83.58104
Bongo,"Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880960/bongo,2.6,-1,Trad,5.6,1,60,37.82476,-83.54807
"Buckeye Testpiece","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880979/buckeye-testpiece,2.1,-1,Trad,"5.6 R",1,60,37.82476,-83.54807
Funhouse,"Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880996/funhouse,2.9,-1,Trad,5.7,1,80,37.82476,-83.54807
"Pink Panties Pulldown","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880989/pink-panties-pulldown,2.6,-1,Trad,5.7+,1,40,37.82476,-83.54807
"New Red River","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880966/new-red-river,3.1,-1,Trad,5.9,1,70,37.82476,-83.54807
"Strick 9","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880973/strick-9,3.8,-1,Trad,5.9,1,60,37.82476,-83.54807
"Red River Renaissance","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106457744/red-river-renaissance,2.8,-1,Trad,5.9,1,45,37.82476,-83.54807
"Hair Of the Dog","Wall of Denial > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112834343/hair-of-the-dog,2.0,-1,Trad,5.9+,1,100,37.82476,-83.54807
Foxfire,"Eagle Point Buttress > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105854070/foxfire,3.2,-1,Trad,"5.7 R",5,200,37.82621,-83.5621
"The Hangover Problem","Eagle Point Buttress > Red River Gorge > Kentucky",https://www.mountainproject.com/route/116634306/the-hangover-problem,2.0,-1,Trad,5.8,1,50,37.82621,-83.5621
"Blister in the Sun","Eagle Point Buttress > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106837476/blister-in-the-sun,3.2,-1,"Trad, TR","5.9 PG13",1,85,37.82621,-83.5621
"Day Dreaming","Eagle Point Buttress > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917914/day-dreaming,3.4,-1,Trad,5.9+,1,80,37.82621,-83.5621
"Twin Cracks","Eagle Point Buttress > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917918/twin-cracks,2.0,-1,Trad,5.9+,1,80,37.82621,-83.5621
"It Ain't Easy Bein Squeezy","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107729227/it-aint-easy-bein-squeezy,3.0,-1,Trad,5.6,1,60,37.90083,-83.63815
"Big Crack","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106840052/big-crack,1.0,-1,Trad,5.6,1,40,37.90083,-83.63815
"Flaring Crack","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106840059/flaring-crack,2.1,-1,Trad,5.7,1,30,37.90083,-83.63815
Grunt,"Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105891716/grunt,2.4,-1,Trad,5.8-,1,80,37.90083,-83.63815
"Into the Purple Valley","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105872472/into-the-purple-valley,3.5,-1,Trad,5.8,1,95,37.90083,-83.63815
"Hot Licks and Rhetoric","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105891720/hot-licks-and-rhetoric,4.0,-1,Trad,"5.8 PG13",2,170,37.90083,-83.63815
"Pebbly Poo","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105872480/pebbly-poo,2.4,-1,Trad,"5.9 PG13",1,60,37.90083,-83.63815
Shish-kebab,"Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107718010/shish-kebab,2.0,-1,"Trad, TR","5.9 X",1,60,37.90083,-83.63815
"Over the Hedge","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105871304/over-the-hedge,1.5,-1,Trad,5.3,1,40,37.8927,-83.6519
"The Grinch","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105872871/the-grinch,1.9,-1,Trad,5.4,1,35,37.8927,-83.6519
Whoville,"Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105873399/whoville,1.4,-1,Trad,"5.6 PG13",1,35,37.8927,-83.6519
"Green Eggs","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105872434/green-eggs,2.5,-1,Trad,5.7,1,30,37.8927,-83.6519
Ham,"Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105872442/ham,2.2,-1,Trad,5.7,1,30,37.8927,-83.6519
"God Save the Queen","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106371729/god-save-the-queen,1.9,-1,Trad,5.7,1,45,37.8927,-83.6519
"Theodor Seuss Geisel","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/110965911/theodor-seuss-geisel,2.0,-1,Trad,5.7,1,40,37.8927,-83.6519
"Seuss is Dead","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107353501/seuss-is-dead,1.5,-1,Trad,5.7,1,40,37.8927,-83.6519
"Star Bellied Sneeches","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107574134/star-bellied-sneeches,2.8,-1,Trad,5.8,1,40,37.8927,-83.6519
Dipstick,"Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/113936312/dipstick,0.5,-1,Trad,5.8,1,55,37.8927,-83.6519
"One Fist, Two Fist, Red Fist, Blue Fist","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105871488/one-fist-two-fist-red-fist-blue-fist,2.6,-1,Trad,5.8+,1,35,37.8927,-83.6519
"The Lorax Tree","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107353511/the-lorax-tree,2.9,-1,Trad,5.9+,1,80,37.8927,-83.6519
"Orange Crush","Dip Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108192500/orange-crush,2.7,-1,Trad,5.9+,1,75,37.8927,-83.6519
"Minas Ithil","Bouldering area > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106730242/minas-ithil,1.0,-1,Trad,"5.2 R",1,75,37.87537,-83.65469
"Surfin' With Grizz","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880865/surfin-with-grizz,1.7,-1,Trad,5.6,1,60,37.87506,-83.654
"Punch Myself","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880888/punch-myself,2.0,-1,Trad,5.6,2,100,37.87506,-83.654
"Casual Corner","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112023714/casual-corner,2.0,-1,Trad,5.6,1,45,37.87506,-83.654
"Mama Told Me Not To Come","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880847/mama-told-me-not-to-come,2.4,-1,Trad,5.7,1,70,37.87506,-83.654
"Woman Trouble","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108434200/woman-trouble,1.0,-1,Trad,5.7,1,50,37.87506,-83.654
"Grand Illusion","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106447831/grand-illusion,3.1,-1,Trad,5.7,1,60,37.87506,-83.654
Carnivorous,"Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111797776/carnivorous,2.0,-1,Trad,5.8,1,30,37.87506,-83.654
"Bloody Fingers","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106447823/bloody-fingers,1.8,-1,Trad,5.8,1,60,37.87506,-83.654
"Rocket Man","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880881/rocket-man,3.8,-1,Trad,5.8+,2,110,37.87506,-83.654
"Muscle Shoals","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106382718/muscle-shoals,2.9,-1,Trad,5.8+,1,40,37.87506,-83.654
"When Gravity Fails","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880857/when-gravity-fails,3.5,-1,Trad,5.9-,1,70,37.87506,-83.654
"Rock Rash","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106385186/rock-rash,2.8,-1,Trad,5.9+,1,80,37.87506,-83.654
"Close Encounters with a Wench","Main Wall > Muscle Beach > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111797709/close-encounters-with-a-wench,3.3,-1,Trad,5.9+,1,70,37.87506,-83.654
"Bambi: Caught in the Headlights","Jazz Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880841/bambi-caught-in-the-headlights,2.0,-1,Trad,5.6,1,40,37.8732,-83.6678
Piranha,"Jazz Rock > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917878/piranha,2.0,-1,Trad,5.7,1,70,37.8732,-83.6678
"She Loves Me","Willie's Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869218/she-loves-me,3.0,-1,Trad,5.6,1,80,37.87355,-83.66425
